,joint_str,wrkt_str,target,output
8047,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,laundry,Chores,-1
8048,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,laundry,Chores,-1
8049,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,laundry,Chores,-1
8050,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,laundry,Chores,-1
8051,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,laundry,Chores,-1
8052,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,laundry,Chores,-1
8053,ME Get in shape weight Carnivore OMD workout,laundry,Chores,-1
8054,ME Relationship facetime with parents catch up with old friends,laundry,Chores,-1
8055,ME Health,laundry,Chores,-1
8056,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,laundry,Chores,-1
8057,Chores bring trash cart back in,laundry,Chores,1
8058,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,grocery,Chores,-1
8059,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,grocery,Chores,-1
8060,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,grocery,Chores,-1
8061,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,grocery,Chores,-1
8062,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,grocery,Chores,-1
8063,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,grocery,Chores,-1
8064,ME Get in shape weight Carnivore OMD workout,grocery,Chores,-1
8065,ME Relationship facetime with parents catch up with old friends,grocery,Chores,-1
8066,ME Health,grocery,Chores,-1
8067,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,grocery,Chores,-1
8068,Chores bring trash cart back in laundry,grocery,Chores,1
8069,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,get mails,Chores,-1
8070,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,get mails,Chores,-1
8071,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,get mails,Chores,-1
8072,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,get mails,Chores,-1
8073,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,get mails,Chores,-1
8074,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,get mails,Chores,-1
8075,ME Get in shape weight Carnivore OMD workout,get mails,Chores,-1
8076,ME Relationship facetime with parents catch up with old friends,get mails,Chores,-1
8077,ME Health,get mails,Chores,-1
8078,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,get mails,Chores,-1
8079,Chores bring trash cart back in laundry grocery,get mails,Chores,1
8080,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,take out trash,Chores,-1
8081,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,take out trash,Chores,-1
8082,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,take out trash,Chores,-1
8083,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,take out trash,Chores,-1
8084,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,take out trash,Chores,-1
8085,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,take out trash,Chores,-1
8086,ME Get in shape weight Carnivore OMD workout,take out trash,Chores,-1
8087,ME Relationship facetime with parents catch up with old friends,take out trash,Chores,-1
8088,ME Health,take out trash,Chores,-1
8089,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,take out trash,Chores,-1
8090,Chores bring trash cart back in laundry grocery get mails,take out trash,Chores,1
8091,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,install video doorbell,Chores,-1
8092,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,install video doorbell,Chores,-1
8093,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,install video doorbell,Chores,-1
8094,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,install video doorbell,Chores,-1
8095,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,install video doorbell,Chores,-1
8096,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,install video doorbell,Chores,-1
8097,ME Get in shape weight Carnivore OMD workout,install video doorbell,Chores,-1
8098,ME Relationship facetime with parents catch up with old friends,install video doorbell,Chores,-1
8099,ME Health,install video doorbell,Chores,-1
8100,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,install video doorbell,Chores,-1
8101,Chores bring trash cart back in laundry grocery get mails take out trash,install video doorbell,Chores,1
8102,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,call optic shop to pick up sunglasses,Chores,-1
8103,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,call optic shop to pick up sunglasses,Chores,-1
8104,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,call optic shop to pick up sunglasses,Chores,-1
8105,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,call optic shop to pick up sunglasses,Chores,-1
8106,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,call optic shop to pick up sunglasses,Chores,-1
8107,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,call optic shop to pick up sunglasses,Chores,-1
8108,ME Get in shape weight Carnivore OMD workout,call optic shop to pick up sunglasses,Chores,-1
8109,ME Relationship facetime with parents catch up with old friends,call optic shop to pick up sunglasses,Chores,-1
8110,ME Health,call optic shop to pick up sunglasses,Chores,-1
8111,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,call optic shop to pick up sunglasses,Chores,-1
8112,Chores bring trash cart back in laundry grocery get mails take out trash install video doorbell,call optic shop to pick up sunglasses,Chores,1
8113,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,head pruning graph,NSF,-1
8114,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,head pruning graph,NSF,-1
8115,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,head pruning graph,NSF,-1
8116,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,head pruning graph,NSF,-1
8117,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,head pruning graph,NSF,-1
8118,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,head pruning graph,NSF,-1
8119,ME Get in shape weight Carnivore OMD workout,head pruning graph,NSF,-1
8120,ME Relationship facetime with parents catch up with old friends,head pruning graph,NSF,-1
8121,ME Health,head pruning graph,NSF,-1
8122,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,head pruning graph,NSF,-1
8123,Chores bring trash cart back in laundry grocery get mails take out trash install video doorbell call optic shop to pick up sunglasses,head pruning graph,NSF,-1
8124,Research ASPLOS ERC,head pruning graph,NSF,-1
8125,Research ISCA Submission Chair,head pruning graph,NSF,-1
8126,Research EAR,head pruning graph,NSF,-1
8127,Research ConflictDB,head pruning graph,NSF,-1
8128,Research NSF,head pruning graph,NSF,1
8129,Research ASPLOS ERC ISCA Submission Chair EAR ConflictDB NSF,head pruning graph,NSF,-1
8130,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,clarity lab research meeting,Research,-1
8131,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,clarity lab research meeting,Research,-1
8132,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,clarity lab research meeting,Research,-1
8133,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,clarity lab research meeting,Research,-1
8134,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,clarity lab research meeting,Research,-1
8135,Financial ask about HOA fee breakdown retirement account portfolio figure out credit score situation figure out retirement account transfer details start doing monthly budgeting old bank account,clarity lab research meeting,Research,-1
8136,ME Get in shape weight Carnivore OMD workout,clarity lab research meeting,Research,-1
8137,ME Relationship facetime with parents catch up with old friends,clarity lab research meeting,Research,-1
8138,ME Health,clarity lab research meeting,Research,-1
8139,ME Get in shape Relationship Health call back about laser surgery learn keyboard for 30 min find interests group to join,clarity lab research meeting,Research,-1
8140,Chores bring trash cart back in laundry grocery get mails take out trash install video doorbell call optic shop to pick up sunglasses,clarity lab research meeting,Research,-1
8141,Research ASPLOS ERC,clarity lab research meeting,Research,-1
8142,Research ISCA Submission Chair,clarity lab research meeting,Research,-1
8143,Research EAR,clarity lab research meeting,Research,-1
8144,Research ConflictDB,clarity lab research meeting,Research,-1
8145,Research NSF head pruning graph,clarity lab research meeting,Research,-1
8146,Research ASPLOS ERC ISCA Submission Chair EAR ConflictDB NSF,clarity lab research meeting,Research,1
8147,Read & Watch convRT Unified QA NMS GDC Procedural NMS GDC Sean Murray ICLR 2021 Summary,plan out story,NS2.0,-1
8148,Myca Myca Product Myca standup myca backlog grooming prepare for LL weekly,plan out story,NS2.0,-1
8149,Myca Myca Dev Test and push webapp updates set up wiki finish focus recommendation walker latency investigation myca graph redesign,plan out story,NS2.0,-1
8150,Myca Commands LL weekly Myca Product Myca Dev Myca Working Diary,plan out story,NS2.0,-1
8151,Jaseci weekly meeting with v75 Neural architecture search  commands and resource v75 progress Jaseci Master Plan audit jaseci docs,plan out story,NS2.0,-1
